newscan,angle,distance
0,46.015625,1020.25
0,55.25,0.0
0,57.84375,0.0
0,52.859375,3412.5
0,55.453125,3276.0
0,58.0625,3222.75
0,60.546875,3179.5
0,63.125,3136.75
0,65.71875,3106.25
0,68.265625,3206.75
0,70.84375,3186.25
0,73.453125,3161.25
0,76.015625,3162.75
0,78.609375,3151.0
0,81.203125,3160.25
0,83.875,3186.25
0,86.453125,3195.75
0,89.0625,3225.0
0,91.640625,3263.5
0,94.21875,3303.25
0,96.828125,3349.25
0,99.390625,3335.25
0,102.0625,2897.75
0,104.71875,2619.25
0,107.25,2433.25
0,109.890625,2216.0
0,112.5,2074.5
0,115.140625,1936.5
0,117.765625,1762.0
0,120.3125,1807.25
0,122.96875,1654.5
0,125.609375,1598.75
0,128.25,1518.75
0,130.796875,1524.75
0,194.015625,198.5
0,255.5,359.75
0,260.265625,374.0
0,263.15625,361.75
0,265.484375,363.75
0,268.375,366.5
0,270.53125,370.5
0,273.203125,374.5
0,275.65625,379.5
0,278.1875,385.5
0,280.953125,392.5
0,283.359375,400.0
0,285.75,409.5
0,288.390625,400.5
0,290.921875,427.0
0,298.015625,0.0
0,300.609375,0.0
0,297.75,553.25
0,300.234375,575.0
0,302.625,599.5
0,305.1875,627.75
0,307.515625,660.0
0,310.0625,696.0
0,312.359375,738.0
0,314.953125,788.0
0,317.375,848.0
0,319.734375,916.5
0,322.25,998.75
0,324.8125,1107.5
0,327.421875,1127.5
0,329.875,1162.5
0,332.3125,1402.75
0,339.5625,2612.75
0,342.09375,3073.25
0,344.625,3469.5
0,347.140625,3615.0
1,349.6875,4048.25
0,352.25,4070.0
0,355.40625,1602.75
0,358.046875,1489.5
0,0.625,1506.5
0,10.234375,0.0
0,12.8125,0.0
0,7.765625,3881.25
0,17.875,6321.25
0,20.46875,5934.5
0,24.3125,910.25
0,26.953125,898.0
0,29.609375,876.75
0,32.171875,866.0
0,34.671875,885.25
0,37.40625,882.0
0,39.828125,909.75
0,42.453125,928.5
0,44.875,1006.75
0,54.015625,0.0
0,56.59375,0.0
0,51.578125,3525.75
0,54.171875,3311.5
0,56.75,3258.5
0,59.21875,3199.0
0,61.8125,3153.25
0,64.34375,3126.75
0,66.921875,3226.5
0,69.46875,3190.5
0,72.03125,3166.0
0,74.609375,3160.25
0,77.15625,3159.0
0,79.734375,3161.75
0,82.28125,3178.75
0,84.984375,3189.5
0,87.53125,3208.25
0,90.09375,3233.0
0,92.671875,3268.5
0,95.25,3322.25
0,97.8125,3378.5
0,100.421875,3203.25
0,103.046875,2774.5
0,105.703125,2564.0
0,108.171875,2312.75
0,110.8125,2228.25
0,113.421875,2069.0
0,116.0625,1837.75
0,118.6875,1788.5
0,121.265625,1683.5
0,123.890625,1591.25
0,126.453125,1608.75
0,129.0625,1514.25
0,48.828125,3610.0
0,51.375,3529.75
0,53.9375,3318.75
0,56.46875,3262.0
0,58.90625,3208.75
0,61.40625,3155.75
0,63.9375,3126.25
0,66.484375,3106.25
0,68.984375,3192.75
0,71.484375,3178.75
0,74.03125,3163.5
0,76.53125,3156.25
0,79.0625,3157.0
0,81.5625,3177.75
0,84.1875,3186.75
0,86.734375,3200.0
0,89.265625,3226.5
0,91.765625,3266.5
0,94.3125,3305.75
0,96.8125,3352.5
0,99.359375,3335.25
0,101.953125,2898.25
0,104.515625,2617.25
0,107.015625,2430.5
0,109.5625,2245.25
0,112.125,2075.0
0,114.6875,1978.75
0,117.28125,1752.5
0,119.796875,1817.0
0,122.40625,1643.5
0,124.953125,1585.25
0,127.453125,1544.25
0,130.046875,1514.75
0,254.59375,352.0
0,261.5625,361.25
0,264.390625,363.25
0,266.890625,365.5
0,269.203125,368.0
0,271.828125,371.75
0,274.09375,376.25
0,276.828125,381.0
0,279.03125,387.25
0,281.53125,394.25
0,284.109375,402.5
0,286.453125,411.75
0,289.3125,400.5
0,296.0,0.0
0,298.515625,0.0
0,295.65625,539.25
0,298.0625,557.5
0,300.71875,578.75
0,302.8125,603.0
0,305.203125,630.25
0,307.609375,661.0
0,310.078125,698.0
0,312.453125,738.25
0,314.890625,787.75
0,317.296875,846.0
0,319.6875,910.25
0,322.015625,992.25
0,324.59375,1093.5
0,327.078125,1131.75
0,329.5625,1158.0
0,331.90625,1359.0
0,338.953125,2603.5
0,341.34375,3528.5
0,343.875,3478.5
0,346.390625,3606.75
0,348.796875,4050.0
1,351.3125,4058.75
0,353.84375,4062.0
0,356.9375,1491.0
0,359.5,1498.75
0,2.0,1512.0
0,11.578125,0.0
0,14.09375,0.0
0,8.984375,3941.5
0,17.828125,870.25
0,20.421875,853.5
0,22.90625,823.25
0,25.53125,814.25
0,27.921875,831.0
0,30.546875,829.75
0,32.859375,857.5
0,35.484375,862.25
0,37.953125,899.0
0,40.40625,945.75
0,49.328125,0.0
0,51.859375,0.0
0,46.734375,3694.5
0,49.296875,3591.5
0,51.796875,3513.5
0,54.375,3307.75
0,56.875,3254.5
0,59.28125,3198.5
0,61.78125,3152.0
0,64.28125,3126.75
0,66.796875,3218.25
0,69.28125,3192.5
0,71.796875,3178.75
0,74.328125,3160.25
0,76.84375,3157.0
0,79.3125,3156.75
0,81.828125,3164.0
0,84.453125,3190.0
0,86.953125,3208.25
0,89.46875,3239.75
0,91.984375,3270.5
0,94.484375,3309.0
0,97.015625,3345.0
0,99.546875,3318.0
0,102.109375,2899.0
0,104.671875,2617.75
0,107.15625,2433.5
0,109.703125,2220.0
0,112.234375,2073.5
0,114.796875,1980.5
0,117.375,1756.5
0,119.84375,1816.5
0,122.46875,1648.0
0,124.96875,1585.5
0,127.5,1543.5
0,130.015625,1515.25
0,193.859375,198.75
0,254.0625,350.5
0,261.1875,364.5
0,263.40625,362.5
0,266.0625,364.75
0,268.671875,367.75
0,271.25,370.5
0,273.640625,374.75
0,275.703125,380.0
0,278.40625,385.75
0,281.171875,392.5
0,283.1875,400.5
0,285.9375,409.25
0,288.546875,400.75
0,290.703125,425.5
0,297.75,0.0
0,300.28125,0.0
0,297.546875,551.0
0,299.734375,571.0
0,302.109375,594.0
0,304.53125,622.0
0,306.828125,651.25
0,309.296875,686.75
0,311.65625,724.5
0,314.046875,770.25
0,316.390625,825.0
0,318.84375,885.75
0,321.15625,961.5
0,323.6875,1059.75
0,326.125,1135.5
0,328.578125,1134.25
0,330.953125,1287.0
0,342.921875,2930.25
0,345.328125,3617.0
0,347.796875,3622.75
1,350.28125,4058.75
0,352.78125,4071.5
0,355.90625,1502.0
0,358.421875,1498.0
0,0.921875,1506.75
0,10.46875,0.0
0,12.96875,0.0
0,7.859375,3884.25
0,16.703125,851.0
0,19.171875,839.5
0,21.828125,811.75
0,24.265625,797.5
0,26.6875,821.0
0,29.203125,828.75
0,31.703125,856.0
0,34.25,860.25
0,36.609375,895.25
0,39.125,951.5
0,48.0625,0.0
0,50.546875,0.0
0,45.453125,3736.75
0,47.984375,3633.5
