newscan,angle,distant,quality
0,259.28125,2719.5,24
0,260.75,2717.75,24
0,262.25,2710.75,23
0,263.734375,2715.25,21
0,265.203125,2708.0,14
0,266.703125,2713.75,23
0,268.1875,2718.25,23
0,269.640625,2721.5,24
0,271.109375,2730.75,22
0,272.59375,2740.25,22
0,274.0625,2753.5,22
0,275.734375,2767.75,24
0,277.21875,2786.75,25
0,278.6875,2805.75,26
0,280.171875,2824.5,26
0,281.65625,2845.5,26
0,283.171875,2864.25,24
0,284.640625,2891.75,26
0,286.125,2911.75,26
0,287.609375,2952.5,25
0,289.0625,3080.25,25
0,290.546875,3118.5,25
0,292.046875,3154.75,22
0,293.53125,3200.25,23
0,294.984375,3249.25,24
0,296.484375,3304.25,22
0,297.953125,3368.75,23
0,299.484375,3325.75,23
0,300.984375,3392.0,23
0,302.46875,3456.0,22
0,303.9375,3526.25,20
0,305.40625,3612.25,17
0,306.890625,3692.75,20
0,308.40625,3476.75,23
0,309.921875,3424.0,20
0,311.4375,3313.5,23
0,312.90625,3253.75,24
0,314.4375,3173.25,24
0,315.921875,3113.75,25
0,317.421875,3046.25,21
0,318.921875,2986.75,20
0,320.40625,2991.0,15
0,347.84375,2426.0,9
0,349.359375,2416.25,11
1,350.828125,2408.75,14
0,352.375,2405.25,15
0,353.859375,2404.0,17
0,355.359375,2401.75,15
0,356.84375,2403.25,14
0,358.390625,2405.25,13
0,359.890625,2405.25,11
0,4.28125,2908.25,25
0,5.8125,2921.75,27
0,7.28125,2946.0,26
0,8.796875,2960.0,25
0,10.296875,2977.5,22
0,11.921875,3006.5,21
0,13.46875,3038.75,25
0,14.953125,3066.75,25
0,16.484375,3102.25,26
0,18.0625,2597.75,18
0,19.625,2466.75,19
0,21.15625,2339.5,18
0,56.5,1484.75,20
0,58.03125,1469.0,19
0,59.671875,1321.0,20
0,61.109375,1443.25,21
0,62.6875,1397.25,22
0,64.203125,1400.0,24
0,65.78125,1274.0,15
0,67.34375,1264.5,15
0,68.796875,1305.75,17
0,70.328125,1342.0,22
0,71.78125,1364.75,27
0,73.34375,1353.5,22
0,74.90625,1352.0,20
0,76.53125,1188.25,23
0,78.0625,1174.25,18
0,79.640625,1140.0,17
0,81.21875,1122.25,27
0,82.640625,1141.75,14
0,84.15625,1250.75,10
0,85.671875,1277.0,14
0,87.5,991.0,19
0,88.875,1166.5,25
0,90.5625,1017.25,11
0,92.140625,971.25,24
0,93.703125,952.25,21
0,95.234375,938.5,24
0,96.828125,926.75,25
0,98.40625,926.25,27
0,99.921875,922.5,25
0,101.453125,923.75,24
0,102.859375,933.25,25
0,104.484375,942.75,24
0,105.96875,960.25,24
0,107.515625,981.25,27
0,114.671875,1369.5,23
0,116.21875,1368.25,23
0,117.671875,1470.0,23
0,119.171875,1481.5,19
0,120.640625,1632.25,12
0,122.234375,1532.5,28
0,123.6875,1672.25,24
0,125.265625,1534.25,12
0,128.359375,1570.25,28
0,129.890625,1537.0,18
0,165.640625,1213.0,26
0,167.125,1210.5,26
0,168.625,1207.25,26
0,170.21875,1207.25,26
0,171.90625,1050.25,25
0,173.28125,1202.25,26
0,174.859375,1201.25,26
0,176.34375,1199.25,29
0,177.9375,1202.0,26
0,179.515625,1200.0,26
0,181.015625,1205.25,26
0,182.578125,1210.75,26
0,184.09375,1213.0,26
0,185.671875,1220.5,26
0,187.15625,1226.5,26
0,188.765625,1235.75,24
0,190.25,1246.0,21
0,191.84375,1257.5,21
0,193.375,1268.75,28
0,194.890625,1280.0,29
0,196.375,1293.5,30
0,197.953125,1306.25,29
0,199.421875,1321.5,29
0,201.0,1337.25,29
0,202.53125,1354.5,22
0,204.1875,1381.0,27
0,205.734375,1398.5,28
0,207.28125,1421.0,28
0,208.765625,1449.5,23
0,210.296875,1477.0,22
0,211.78125,1533.5,27
0,213.359375,1568.5,30
0,214.859375,1603.5,28
0,216.421875,1639.25,25
0,217.96875,1680.5,28
0,219.484375,1727.25,28
0,221.0,1776.25,24
0,222.546875,1825.0,25
0,224.046875,1882.25,25
0,225.59375,1940.0,26
0,227.09375,1999.75,13
0,231.65625,2340.5,19
0,233.15625,2442.75,18
0,234.703125,2554.75,18
0,236.234375,2679.0,18
0,240.8125,2958.75,20
0,242.359375,2924.0,27
0,243.90625,2893.5,26
0,245.484375,2866.75,23
0,247.03125,2846.25,26
0,248.59375,2821.5,27
0,250.140625,2801.0,26
0,251.75,2778.5,26
0,253.3125,2761.0,22
0,254.875,2753.0,22
0,256.421875,2738.5,22
0,257.984375,2727.5,24
0,259.53125,2717.0,24
0,261.09375,2714.5,24
0,262.65625,2712.0,24
0,264.1875,2752.75,13
0,265.765625,2708.5,12
0,267.3125,2713.5,24
0,268.859375,2717.0,24
0,270.421875,2726.0,24
0,271.96875,2732.75,23
0,273.515625,2747.75,22
0,275.21875,2763.5,22
0,276.765625,2783.5,26
0,278.3125,2799.5,25
0,279.890625,2820.0,25
0,281.421875,2843.25,26
0,283.015625,2861.25,25
0,284.546875,2888.75,26
0,286.140625,2911.25,26
0,287.6875,2953.75,26
0,289.21875,3082.0,26
0,290.765625,3121.25,24
0,292.34375,3164.25,23
0,293.90625,3211.0,23
0,295.46875,3266.75,27
0,296.984375,3325.25,24
0,300.15625,3362.25,23
0,301.703125,3430.75,24
0,303.25,3501.0,23
0,304.8125,3582.0,19
0,306.34375,3664.5,19
0,307.90625,3758.75,19
0,309.5,3436.5,26
0,311.09375,3334.5,25
0,312.6875,3267.25,27
0,314.21875,3178.25,23
0,315.8125,3114.75,25
0,317.375,3051.25,24
0,318.96875,2978.75,22
0,320.53125,3022.25,16
0,347.59375,2427.0,9
0,349.171875,2416.75,10
1,350.78125,2408.0,14
0,352.328125,2406.25,15
0,353.921875,2404.25,16
0,355.484375,2404.25,17
